s,raceline_x,raceline_y,psi,kappa,vx,ax
169.90129905446952,334.06578754500777,127.22348598729948,-0.8686829560211236,-0.003480540006723194,11.298264710614225,0.8852155976635149
171.90013786687504,335.5962833868864,128.5091573841585,-0.8755060701958705,-0.003355004550872249,11.45380251527954,0.8737840360169244
173.89897667928057,337.1353968634121,129.78455692062724,-0.8821046323004176,-0.0032473027681376577,11.605287542699054,0.8436559720184009
175.8978154916861,338.6827054375832,131.04987527736375,-0.8885147380256858,-0.0031673080497084875,11.749696317399103,0.8341241323330076
177.8966543040916,340.2380307163378,132.30540013944082,-0.8947721495614182,-0.003099905916102254,11.890749468862113,0.8227021024211684
179.89549311649714,341.8011226336675,133.55127409412808,-0.9009142928516051,-0.003045763369956463,12.028250941761181,0.7948716275849318
181.89433192890266,343.37173977675707,134.78756833320978,-0.9069682218448867,-0.003012421866638752,12.15962422273699,0.785242208763334
183.89317074130818,344.949797212192,136.01440033786602,-0.9129616105865951,-0.002989613979032083,12.288026954975422,0.7736344194271868
185.8920095537137,346.5351617506194,137.2317806789654,-0.9189258990904084,-0.0029781436078659797,12.41323275599593,0.7472083384708919
187.89084836611923,348.1277384497733,138.4396847104344,-0.9248827488099716,-0.0029828519678883475,12.532974328159602,0.7371495344772955
189.88968717852475,349.72749876557845,139.6380777820178,-0.930855071850641,-0.002998312999438196,12.649993348236487,0.7249556852760206
191.88852599093028,351.33440448163526,140.826852884155,-0.9368756238190096,-0.003025789652527664,12.764030352221624,0.6986990977812689
193.8873648033358,352.94848899869527,142.00589275022637,-0.9429618674896137,-0.0030645286500026376,12.872981184718276,0.6875753579059299
195.88620361574132,354.5697597896565,143.1750170231122,-0.9491329606298586,-0.0031176912584536375,12.979304650318626,0.6740398117276094
197.88504242814685,356.1982665562163,144.33399804021772,-0.9554348644753584,-0.003187980795635001,13.082696322981667,0.6458363271536346
199.88388124055237,357.8341671323868,145.48260588471754,-0.9618796465295636,-0.003260614647868987,13.181001043688232,0.632233698681672
201.8827200529579,359.4774970772807,146.6205083239284,-0.9684808463608472,-0.003358284496029385,13.276530232880182,0.6156465535374863
203.88155886536342,361.12840344680814,147.7473290378004,-0.9753228650655497,-0.0034878762993168972,13.368897167547155,0.5800931749934881
205.88039767776894,362.7871835760126,148.86266391084237,-0.9824082328960939,-0.00360035272840645,13.455349753255298,0.5590070629698718
207.87923649017446,364.4539105855877,149.965999722382,-0.9897402567031286,-0.003767876575016012,13.538137501524108,0.533108271970132
209.87807530258,366.1288769143806,151.05671751670468,-0.9975133643799416,-0.00400997081373065,13.616620800353886,0.46335880263977414
211.8769141149855,367.8125886358665,152.13405149847762,-1.0057162291220179,-0.0041931520432678775,13.684470071515461,0.40147473922035387
213.87575292739103,369.5052264321201,153.19717582431437,-1.0143723447085342,-0.004599351341668698,13.74298685585162,0.3232346474015523
215.87459173979656,371.20758786083877,154.2446270968084,-1.0242818311324755,-0.005316019418564563,13.789919348480298,0.027587830469971653
217.87343055220208,372.92085898699196,155.27423703713652,-1.035091070525695,-0.0054529334485584405,13.793917604878542,-0.46843259601771065
219.8722693646076,374.6452129565942,156.28520552914188,-1.045718566698981,-0.004677580532262515,13.725870478128009,-1.1172926497822424
221.87110817701313,376.3787496006007,157.2802113519767,-1.0530874095287197,-0.0026957918550819036,13.56218804455777,-1.5032609469081475
223.86994698941865,378.1183808709228,158.26480657010805,-1.0586171415611578,-0.0030371688128423445,13.338792745381372,-1.582537506583132
225.86878580182417,379.8638048214148,159.23891482401964,-1.0646789508315604,-0.002213764031671741,13.099500644060715,-1.6482778624003036
227.8676246142297,381.6132174456864,160.20564398497987,-1.0663018443614767,0.0005907528345444426,12.845529712462543,-1.7390190755215957
229.86646342663522,383.36350969060794,161.170973658193,-1.068934405702525,-0.0038831003848077486,12.572016383477463,-1.719256881644567
231.86530223904074,385.1209427460134,162.12315447075537,-1.079855141923197,-0.004102609265433376,12.295631792607196,-1.6891416499081942
233.86414105144627,386.8853774617868,163.0623881436728,-1.0810874240624657,0.0028712103123631635,12.01789987478671,-1.674827371762726
235.8629798638518,388.64926836306057,164.0018382476966,-1.0866077352983279,-0.010251677975806648,11.736034146630688,-1.6500779897673323
237.86181867625731,390.4317012430223,164.90688210912305,-1.115371917302443,-0.008586840486471079,11.451550883264478,-1.6274810251176295
239.86065748866284,392.22692318942745,165.78627677557395,-1.1065609014423234,0.017440213889117057,11.163864615493962,-1.3112702524978015
241.85949630106836,394.00115704096197,166.70716627572938,-1.0841468969165553,0.0008419154416565751,10.92656567291788,-1.1511387348155457
243.85833511347388,395.772621822453,167.6324811494721,-1.096684332979474,-0.003104343298399823,10.713914123296021,-0.979125034084126
245.8571739258794,397.54726794756647,168.55221811487968,-1.0814495145906475,0.01837460061839259,10.529659519695377,-0.9025084754342529
247.85601273828493,399.29765791394783,169.5172289272696,-1.059775339052285,-0.0005315539974735117,10.356919989179488,-0.7969882816601066
249.85485155069046,401.04797325856225,170.4821599456198,-1.0761934434815017,-0.004582991421830292,10.201945375340745,-0.663996479082391
251.85369036309598,402.8041601047054,171.43679667187448,-1.061704546007331,0.01908829733875479,10.071010156585855,-0.6064775576224528
253.8525291755015,404.53498509663285,172.43640553691728,-1.0405015220735274,-0.0018871763163983357,9.94991174895527,-0.5297998911675417
255.85136798790703,406.2683806363273,173.43150872849887,-1.061002694452649,-0.006314692787910641,9.84290478677155,-0.4329711581364666
257.85020680031255,408.0110000349392,174.4107175086916,-1.0482334300694938,0.01908551476812465,9.754583308905595,-0.3825020483470848
259.8490456127181,409.7286037478338,175.43292801528548,-1.0281902096890514,-0.0030745800237432248,9.675886297919073,-0.3332196023859594
261.8478844251236,411.45115831361386,176.44672818633262,-1.0517070263022452,-0.007538438247288901,9.606803375819206,-0.2724117970152078
263.84672323752915,413.1853980337805,177.440647542091,-1.0401951466444899,0.019043665390396942,9.5499558405256,-0.23056242172323665
265.84556204993464,414.89498314212653,178.47627874097273,-1.0207750326922462,-0.003656646851631242,9.50157578097148,-0.19609205593229484
267.8444008623402,416.61071496603705,179.5016068699507,-1.045690466003859,-0.00801572879290006,9.460234114288085,-0.1539621879489864
269.8432396747457,418.3391105482696,180.50557365780816,-1.0343074219692088,0.019387287676223306,9.427647548742446,-0.11953556464587674
