216.0184389,5.187479855,4.223997415,5.62814563,29.95332228,176.5826707,0.003626228
218.0406996,7.400735524,4.371214816,5.430903627,29.934108,45.13764627,0.021394274
220.063029,9.61392316,4.39538754,5.425234394,29.91141237,8.046493649,0.08217134
222.0854549,11.8270257,4.399059201,5.418614523,29.88766204,5.304956391,0.135940913
224.1080052,14.04002608,4.404406036,5.410197714,29.86369181,3.862467434,0.188762789
226.1307075,16.25290725,4.414577619,5.40754691,29.83949649,3.040093034,0.241169966
228.1535896,18.46565214,4.416602927,5.406746194,29.81509898,2.507050717,0.293343044
230.1766793,20.67824368,4.406969208,5.41105433,29.79053382,2.133570781,0.345364851
232.2000043,22.89066483,4.381250924,5.417519698,29.76583753,1.857331177,0.397280919
234.2235925,25.10289851,4.364532747,5.416950201,29.7410431,1.644669857,0.449119768
236.2474714,27.31492767,4.356173568,5.416899276,29.71617857,1.475858832,0.500900738
238.271669,29.52673524,4.359730134,5.407865474,29.69126794,1.338573654,0.552637703
240.296213,31.73830416,4.367434275,5.401390468,29.66633307,1.224717573,0.604341057
242.3211312,33.94961738,4.375985942,5.398547932,29.641396,1.128751181,0.656018862
244.3464512,36.16065782,4.391008396,5.399427644,29.61648132,1.046756199,0.70767755
246.3722009,38.37140843,4.425476709,5.398113903,29.59161863,0.975882541,0.759322388
248.398408,40.58185215,4.464570504,5.40027203,29.56684475,0.91400715,0.810957776
250.4251003,42.79197192,4.497062428,5.405219193,29.54220538,0.859515549,0.862587463
252.4523055,45.00175067,4.521386071,5.415547979,29.51775454,0.811157433,0.914214692
254.4800514,47.21117134,4.543569922,5.424151739,29.49354986,0.767948262,0.965842305
256.5083658,49.42021688,4.557833669,5.434396945,29.46964231,0.729099264,1.017472827
258.5372765,51.62887021,4.571424247,5.425677725,29.44606158,0.693959214,1.069108548
260.5668111,53.83711429,4.544986079,5.41686166,29.42280091,0.661843233,1.120751668
262.5969974,56.04493204,4.484080548,5.390304361,29.39980749,0.632608587,1.172405269
264.6278633,58.25230641,4.418517877,5.367725271,29.37693738,0.604932802,1.224072295
266.6594622,60.45919227,4.374850215,5.348914136,29.3540598,0.581802143,1.275762266
268.6921594,62.66520477,4.35616965,5.342471001,29.33117065,0.559241427,1.327466802
270.7265273,64.86973322,4.379229856,5.337078808,29.30820431,0.538330293,1.37918691
272.7631423,67.07216286,4.431288983,5.33827919,29.2851104,0.518913155,1.430923799
274.8025806,69.27187893,4.484248331,5.342032448,29.26187158,0.500838329,1.482678679
276.8454184,71.46826667,4.522213978,5.351146769,29.23849753,0.483972077,1.534452745
278.892232,73.66071132,4.543198941,5.355205534,29.21501257,0.468197337,1.586247162
280.9435976,75.84859813,4.544325598,5.358944445,29.19144562,0.453411459,1.638063069
283.0000914,78.03131233,4.54385213,5.35496664,29.16782415,0.439524149,1.689901581
285.0622897,80.20823917,4.550554303,5.343827366,29.14417148,0.426455721,1.741763784
287.1307688,82.37876389,4.544253311,5.333532669,29.12050619,0.414135611,1.793650746
289.2061048,84.54227172,4.525847019,5.322517294,29.0968425,0.402501127,1.845563513
291.2888741,86.69814792,4.502803087,5.31476003,29.07319114,0.39149639,1.897503115
293.3796528,88.84577772,4.482790526,5.303497858,29.0495601,0.381071432,1.94947057
295.4790172,90.98454636,4.459214881,5.284006069,29.0259553,0.371181437,2.001466881
297.5875436,93.11383909,4.445254024,5.255769063,29.00238112,0.361786093,2.053493042
299.7058081,95.23304115,4.441765307,5.215021464,28.97884068,0.35284904,2.105550036
301.8343871,97.34153777,4.428520362,5.145806168,28.95533609,0.344337397,2.15763884
303.9738567,99.4387142,4.38784267,5.070724763,28.93186866,0.336221355,2.209760424
306.1247933,101.5239557,4.325125938,5.000718073,28.90843899,0.328473827,2.261915752
308.287773,103.5966474,4.264852914,4.917802427,28.88504713,0.321070144,2.314105783
310.4633721,105.6561747,4.193302408,4.849738628,28.86169267,0.313987789,2.366331472
312.6521669,107.7019228,4.158312695,4.78376088,28.83837484,0.307206172,2.418593772
314.8547335,109.7332769,4.147734817,4.735342653,28.81509262,0.300706422,2.470893631
317.0716444,111.7496252,4.138963449,4.706465173,28.7918447,0.294471217,2.523231994
319.3031935,113.7505623,4.148092532,4.681898599,28.76862964,0.288484631,2.575609801
321.5492172,115.7360231,4.149410048,4.652098862,28.74544601,0.282731992,2.628027995
323.8095091,117.7059738,4.137949127,4.620901265,28.72229249,0.277199755,2.680487524
326.0838628,119.6603809,4.111610174,4.598206039,28.69916773,0.271875403,2.732989333
