delta,f_drive,f_brake,gamma_y
0.0010932224642820232,0.0019490243176498252,-3999.9991179307394,709.5152551718459
-0.004116545661054471,0.0018784848840127592,-3999.9991533454054,181.35500709707253
-0.008125795307364047,0.0018077323639498826,-3999.999188857776,-335.54596434712175
-0.009802848928708441,0.0017403753051010735,-3999.999222751303,-689.5104839930121
-0.009115076625516128,0.0016783254029567457,-3999.9992540996504,-831.2644856099657
-0.007754653947044037,0.0016177855494813008,-3999.999284674987,-831.2783421829756
-0.007870072260651874,0.0015563412697997489,-3999.9993155558354,-831.2761360287909
-0.00817157461911069,0.0014971763262071843,-3999.999345358899,-831.2759188332582
-0.008491944457993963,0.0014393756332073758,-3999.9993744967132,-831.2762279880369
-0.00882866641266416,0.001382706246068762,-3999.999403080051,-831.2766432073812
-0.009185362777528964,0.001326970840973557,-3999.9994312089593,-831.2773560443009
-0.009564397368917498,0.0012714019118409466,-3999.999459272121,-831.2792099609458
-0.009967961086452681,0.0012156298011942784,-3999.9994873531514,-831.2735547907877
-0.007657194027272031,0.0011628477459205277,-3999.9995140262417,-692.6708099631252
-0.001619743162527166,0.0011127109983664588,-3999.9995394604953,-320.0897966426643
0.006285071791296229,0.001063062104398356,-3999.9995646276793,203.2014138189563
0.013811605031371299,0.0010137649488121622,-3999.999589606818,714.303007358957
0.018885998511637817,0.0009662567338484378,-3999.9996137209814,1076.7347790667998
0.020502051320513675,0.0009223608974456876,-3999.999636136794,1231.517986729364
0.02012495160883978,0.000879906858052012,-3999.999657903921,1231.5288416194587
0.021051064126438167,0.0008360729819091127,-3999.9996801994203,1231.5297878911615
0.022216758047277716,0.0007951872100005645,-3999.9997010718976,1231.5307995147255
0.023511845941455244,0.000756268915682331,-3999.9997209788285,1231.5312722893225
0.024940189992967685,0.000719230975568606,-3999.999739959191,1231.5315417862641
0.026521760781395468,0.0006841148103696179,-3999.999757990145,1231.5317153291207
0.028283034906916277,0.0006508339551649246,-3999.999775114629,1231.5318362305127
0.030257992712395182,0.0006190720722399448,-3999.9997914941655,1231.5319252807255
0.03249098885965877,0.0005885081324513153,-3999.999807293814,1231.5319936647356
0.035040907366611695,0.0005589270339582359,-3999.999822625193,1231.5320479075517
0.037989931730643696,0.000529667533080487,-3999.9998378327823,1231.5320921961934
0.04146010686240206,0.0004995856365607568,-3999.9998535158697,1231.532129404622
0.04562445157162769,0.0004698824111181966,-3999.999869054796,1231.5321610126443
0.05070137158468532,0.0004452303619209292,-3999.999881999951,1231.5321873709784
0.056959518898177776,0.00043007683580988543,-3999.999889987274,1231.5322088538237
0.06475258204784431,0.0004271213911946665,-3999.9998915534507,1231.532226284764
0.07456501671246188,0.0004397511376877391,-3999.999884868556,1231.5322403919915
0.08696079248059968,0.00047843129252543327,-3999.9998643534664,1231.5322517680788
0.10215603945587663,0.0005753605089482052,-3999.9998131543257,1231.5322594198865
0.11974396711850777,0.000795926608289939,-3999.9996977881497,1231.5322641789846
0.14055689539673843,0.0012329210846449578,-3999.9994703338093,1231.53226584881
0.16873159083797443,0.001983258165863424,-3999.999018966991,1231.5322728721335
0.19691260213935108,0.02034674004511711,-3111.4422232627326,1231.5321991776977
0.19202325608833035,0.042149398820854965,-271.96168930526295,1231.5322532730265
0.1533034393159407,6069.432417129454,-3.282366926120377,1231.532270336937
0.12567925483260414,5932.428753231036,-3.339949216591605,1231.5322609324796
0.10544802730635415,5872.663007593005,-3.353657819142072,1231.5322519112694
0.0895107489227011,5826.460559434193,-3.3526819042522904,1231.5322432048615
0.07714901353594242,5794.420477420425,-3.3278368610906526,1231.532230891011
0.06755064906716915,5772.370419165634,-3.2754195305884886,1231.5322141952324
0.06001867642043172,5757.453555338958,-3.193215865980788,1231.532192673734
0.05398972326815301,5747.467246217682,-3.0829008054215232,1231.5321666843922
0.04905684774061673,5740.908355093014,-2.9553619175093035,1231.5321365662535
0.0449455629470009,5736.820206841114,-2.8283586294814747,1231.5321019105772
0.04146777483690918,5734.586552216433,-2.716064331271626,1231.5320618443507
0.03848954962577114,5733.785882191721,-2.6242753139615975,1231.5320152572826
0.035912566075932455,5734.115004768811,-2.552485661777646,1231.5319607490133
0.033662809158457915,5735.3486182208335,-2.4975081804144197,1231.5318965277318
0.03168337672586014,5737.315368457062,-2.4556929045553604,1231.5318202639064
0.02992973475258028,5739.882477726907,-2.4238196251358097,1231.5317288749393
0.028366438312953324,5742.945571076069,-2.399283707494946,1231.5316182259992
0.026964584483058704,5746.422936886642,-2.3801438060500724,1231.5314827877964
0.025700026261714377,5750.252419757764,-2.3651086800141043,1231.5313148762473
0.024552777625653506,5754.386190292268,-2.353222605970446,1231.5311025543526
0.02350674949202005,5758.784614883295,-2.343647121194747,1231.530826151698
0.022548947024714692,5763.4139853475035,-2.33573975269448,1231.530452674224
0.021668611287781737,5768.246101251966,-2.329068110841858,1231.5299229053985
0.0208566900951341,5773.257253050314,-2.323328761376897,1231.5291181945283
0.020105497511503416,5778.427262923482,-2.318292961575134,1231.527775429032
0.01940845786974469,5783.738773303916,-2.3137644592983118,1231.5253034546624
0.018759935870806058,5789.1770223798485,-2.3097393964678328,1231.5219250776997
0.018155070335895866,5794.72927964986,-2.3062728866612905,1231.5186068480602
0.017589653161874347,5800.38338579427,-2.302378351383439,1231.5172468595347
0.017056448397883756,5805.994688821537,-2.178878792513401,1231.356770050368
0.015687944089904073,5808.215410725358,-2.216524556987842,1190.9209404965275
0.013696356154100036,5807.856327852418,-2.2561907101999186,1104.147531762322
0.011341536902054566,5806.508240213564,-2.282309052224659,976.9577214973929
0.00883670529036324,5805.607079604788,-2.2977392296151735,819.8927561524777
0.006398398166293892,4637.2669560644945,-2.889253437693471,660.6354430848678
0.004210852599381149,1749.6598198150057,-7.742216467924546,518.614463962153
0.0024304011025546995,8.693745930799894,-1553.2697337271463,391.62369802165506
0.0012101446803832814,3.3995673132179274,-3908.631223548531,280.70442951850066
0.0006666404769803681,0.025267462086516278,-3999.9874220439397,194.3897339003719
0.0008672848123708609,0.01760703013905832,-3999.9912690111883,156.23142344365024
0.0018300084585568508,0.01356909792589461,-3999.9932946754748,185.98870917949483
0.003497439259230925,0.010938690671430834,-3999.9946134021125,288.3890916910948
0.0057130359064920845,0.009084920684241327,-3999.9955422868707,453.41514178003473
0.008208670135470861,0.007704710811714607,-3999.9962335614373,657.8786268642084
0.010616738562490166,0.006636733275841837,-3999.9967682890074,869.3480165707151
0.01252877348538425,0.00578978275409026,-3999.9971923789517,1052.743830864233
0.013621109882336979,0.005109341922500169,-3999.997533311976,1178.4689254178966
0.013838364262987724,0.0045547626827563146,-3999.9978115893327,1231.493940297217
0.013751240264804256,0.004083249398564622,-3999.9980482840724,1231.5227535302533
0.014280350839724437,0.003665058600133534,-3999.9982575412832,1231.5253115313826
0.014919770494713337,0.0033091225042322383,-3999.9984358847983,1231.52922039318
0.015607047657722384,0.0030184054567801233,-3999.9985816119797,1231.5306854819662
0.016343187876177043,0.0027719339124571336,-3999.9987051997255,1231.5312390709062
0.01713384034007955,0.0025607567194726013,-3999.998811126677,1231.5315296296444
0.017985608973241644,0.002378138122413973,-3999.9989027636725,1231.5317085587144
0.01890621268081174,0.0022193753170786463,-3999.9989824631593,1231.5318297284516
0.019904625679819286,0.002081269835375285,-3999.999051823599,1231.5319170951175
0.020991347865093574,0.0019613356669585134,-3999.999112086354,1231.53198297718
0.022178867376811268,0.0018574824992756264,-3999.99916429464,1231.532034398444
0.02348277039882987,0.001767213530679477,-3999.9992096967235,1231.5320757246254
0.024923261865222954,0.0016882707858580784,-3999.999249421523,1231.5321097491194
0.026524674685801095,0.0016221241250672952,-3999.9992827226315,1231.532138071826
0.028313293195860637,0.0015735981260525127,-3999.9993071632503,1231.5321616255856
0.03031748477554828,0.0015466101970494424,-3999.9993207607404,1231.5321812364007
0.032570523578793475,0.0015435679435552379,-3999.999322292675,1231.5321977164456
0.035114252620446464,0.0015675509786132569,-3999.999310199904,1231.532211762457
0.038004455004261264,0.0016239829523075789,-3999.999281742484,1231.5322239544969
0.041317897915582144,0.0017242771097376727,-3999.9992311554515,1231.532234745421
0.045159347660008536,0.0018945833954030883,-3999.9991452214476,1231.532244415597
0.04967191165642735,0.00219533029483586,-3999.9989933323423,1231.5322531807215
0.05505776747579571,0.002792585647981974,-3999.9986910034872,1231.5322609819978
0.06162226043404859,0.005132907924913193,-3999.997484292864,1231.5322684368327
0.06629184998200477,0.2653338598789099,-1218.6851923789445,1231.5322723765958
0.06362454205299502,5763.791357935532,-2.9393402087785914,1231.5322631625331
0.057270261890282365,5752.496611270319,-3.2475782653521654,1231.5322534333886
0.051873560006134876,5744.51764239178,-3.1713557857367687,1231.5322389151906
0.04738681189358259,5739.186618841407,-3.05845514775685,1231.5322205256273
0.04360717292763018,5735.925627182883,-2.9280342919325495,1231.532196855751
0.04038696307111589,5734.254125270508,-2.795449195598047,1231.5321655665514
0.037613676403430815,5733.836328449412,-2.676741229625104,1231.5321228913233
0.035201133574231255,5734.423902789736,-2.579685255693282,1231.532061913698
0.03308336673014338,5735.828047132577,-2.5043771863984348,1231.5319685918207
0.03120944306236699,5737.902479813019,-2.446542517052744,1231.5318229429554
0.029539179360890462,5738.664516365198,-0.5335792040884115,1231.5307368692968
0.018487187103001047,5703.288128066296,-1.0699398577574357,865.302817359774
-0.0005062710611548819,5677.786398591634,-2.3385238665195756,80.11464236048866
-0.015528159042911605,5704.3513187243625,-0.7633654978262632,-641.2558211791943
-0.017229752899204205,5721.698634389657,-1.8765777898162272,-831.2833329526749
-0.01572777050210993,5726.635128359377,-2.429183461517354,-831.2837249133619
-0.015037450967889002,5732.39260518475,-2.343840009879474,-831.2838357668799
-0.014457005225185459,5738.405903730434,-2.333283051865643,-831.2839137015347
-0.013916302104101311,5716.972427212447,-2.2754310869685495,-831.2839599042815
-0.012848310769938425,3422.9822126504464,-3.8793330432098023,-831.2840028371005
-0.011636754679954278,288.0429748412691,-55.62002755521717,-831.2840413518011
-0.010769522190663294,5.296596761024491,-2621.1774795340048,-831.2840761948393
-0.010414555450937849,0.08103449076106886,-3999.9593236540213,-831.2841071521522
-0.010631609605838376,0.026218306716798506,-3999.986947265018,-831.2841315204719
-0.01108026658297159,0.021115737608579266,-3999.989507680203,-831.2841522408153
-0.011584610405469587,0.018191182908309986,-3999.9909755990248,-831.2841700297455
-0.01212831688056994,0.016457441448419003,-3999.9918454953245,-831.2841852937241
-0.012713911801547068,0.015529339493758483,-3999.9923109691795,-831.2841985015802
-0.01334609090737669,0.01527785196375778,-3999.9924369057244,-831.2842100148135
-0.014030219099466636,0.015763181600763974,-3999.992193060544,-831.2842200825893
-0.014771908812969645,0.017314800588951178,-3999.9914137615074,-831.2842288630895
-0.015576948084493142,0.021018082068397732,-3999.9895526855494,-831.284236383882
-0.01645190277134261,0.46440802589069424,-3999.7503268767978,-831.2842437646134
-0.017780049678808637,8.383611006027738,-1263.8426528387226,-831.2842484779502
-0.01909083191360315,2650.7705510147434,-4.010262752560743,-831.2842500338805
-0.019599500176962208,5684.441683018067,-2.135096473317624,-831.2842490147278
-0.018869972499178083,5703.357890767221,-2.39540269508431,-831.2842482061607
-0.01801483800187159,5708.625700100634,-2.4210501161729585,-831.2842446312666
-0.01721677110726832,5713.984309635589,-2.4058293293866444,-831.2842385701913
-0.016482528443542418,5719.497416515652,-2.390710017286696,-831.284232130597
-0.015805411790452844,5725.16025904484,-2.377845425003501,-831.2842251960021
-0.015178935428654243,5730.963274275757,-2.366894707373858,-831.2842176577168
-0.014597644383891207,5736.896734378678,-2.3574636886833633,-831.2842093918362
-0.014057021326229296,5742.949849953169,-2.349237829090276,-831.2842002346306
-0.013553356508435867,5749.109601491401,-2.3419649034415526,-831.2841899760405
-0.013083551065663909,5755.361144265603,-2.3354563438918428,-831.2841783742135
-0.012644933942174745,5761.688718796566,-2.3295730708929145,-831.2841651565197
-0.012235123771762604,5768.076634727133,-2.3242046409750947,-831.2841500170993
-0.011851878474334512,5774.511536678454,-2.3192694441827184,-831.2841326284762
-0.011493007245089316,5780.984090338588,-2.314711297619485,-831.2841126057318
-0.011156429811693127,5787.487549650574,-2.3104776472793356,-831.2840894062601
-0.010840251950265428,5794.016007256408,-2.306514529820089,-831.2840622649275
-0.010542765543323002,5800.564333912707,-2.3027733317495804,-831.2840301541901
-0.010262399973009692,5807.129160159917,-2.299213945861322,-831.2839916914461
-0.009997668392690858,5813.710076866472,-2.2958080608165297,-831.283944925467
-0.00974718507135989,5820.308554459874,-2.2925335351980904,-831.2838868652447
-0.009509726189596933,5826.925454583677,-2.2893670609144188,-831.2838127022798
-0.009284234999673322,5833.5605890448805,-2.2862871746620144,-831.2837144688096
-0.009069784725553687,5840.21347996662,-2.283277610619639,-831.2835779822313
-0.00886554996854946,5846.883552265551,-2.28032579958779,-831.2833754041222
-0.00867078999522254,5853.5699965054555,-2.27741753513437,-831.283049661747
-0.00848483508068351,5860.2601199839155,-2.2669579842798537,-831.2824558550847
-0.008191230995034736,5395.485571892734,-2.404459136554149,-831.2805800187194
-0.006978624272385038,3223.8146704342457,-3.862703950971098,-804.6186633716416
-0.004086500621685411,340.812353158216,-41.22770319946715,-682.1300711039037
-0.0015274671732512523,5.495435560235511,-2431.7364085044364,-510.9113614481622
0.000713330178534442,0.16084029620086518,-3999.918294611986,-296.9775889757303
0.002621146956931524,0.0287030997889891,-3999.985692575821,-50.52271874477118
0.004143189757934787,0.021518459542611234,-3999.9893034050033,197.6273116777691
0.005190323042803504,0.017079056905746605,-3999.991532130955,413.6806450720779
0.0056601978170440406,0.014067640461236233,-3999.993043038031,572.8883319531209
0.005470063703085361,0.011895400363838073,-3999.9941325411864,658.097796308025
0.004589549193593989,0.010256963027670228,-3999.9949541280557,658.0467374735537
0.003063407938381269,0.00897656411194844,-3999.9955960228563,568.0975132705155
0.0010197414286024745,0.007945858709731475,-3999.9961125782675,393.8097570347309
-0.0013343477013775516,0.007095449070112834,-3999.9965386277213,154.83558135586028
-0.0037272151723775552,0.006380009214930066,-3999.996896954677,-115.80809864509698
-0.0058509196210542675,0.005769647468563159,-3999.997202612548,-379.05154010583374
-0.007412544577516182,0.005244479875082778,-3999.997465637133,-599.3127171436504
-0.00821413168011046,0.004790661909116306,-3999.9976930188195,-751.4300817724788
-0.008253867364704752,0.004397157441069204,-3999.9978902877874,-825.3213802671111
-0.007814107856708148,0.0040482211127599674,-3999.9980654082556,-831.2692148225143
-0.007963014659202674,0.003727313626206568,-3999.9982260268303,-831.2713701665537
-0.008040724551009288,0.0034398050881202934,-3999.9983697354905,-819.6003794470855
-0.006222909956793118,0.0031890236761525394,-3999.998495557084,-701.2797104951625
-0.0027803880757838483,0.002962787186466887,-3999.998609089333,-452.6929183690999
0.0017934307117409988,0.0027561256627699525,-3999.998712780119,-96.88501467951212
0.006824296681688526,0.002565278946992404,-3999.9988085104105,306.1214039246943
0.011524048143449246,0.0023880359022297845,-3999.998897408801,686.0402720319759
0.015116020125252956,0.0022239936281809114,-3999.9989797281387,985.4620048950018
0.017065651434417482,0.00207420974750488,-3999.9990550065904,1169.6086571726787
0.01738207157586016,0.0019364646722938705,-3999.9991244806947,1231.5215564729606
0.01747532859449675,0.0018031984639580304,-3999.9991913925255,1231.5224113579313
0.016777722372515153,0.0016780751002303234,-3999.9992541082347,1164.5257609275538
0.013498404035163798,0.0015649784533670538,-3999.9993111141002,953.780454734632
0.008287991267467567,0.001459176502042682,-3999.9993644543406,619.2281385509651
0.001985337568104186,0.0013599184372161041,-3999.9994145171568,229.12054225234488
-0.004535969772347281,0.00126687674549668,-3999.99946149063,-145.24437843281456
-0.01047657086492585,0.0011795997873155224,-3999.9995056140524,-456.50936317689155
-0.015185829685401171,0.0010975197489979025,-3999.9995471762923,-678.7227155514014
-0.018245636834427648,0.001020216803310293,-3999.999586392459,-801.2691521365715
-0.01963334494319223,0.0009471420231460598,-3999.9996235873664,-831.2726833958097
-0.020791897528214105,0.0008757223751651177,-3999.9996599572264,-831.2772128003946
-0.02225918756496392,0.0008055703723909364,-3999.9996957361395,-831.2815654263297
-0.023940668399921792,0.0007398043075828746,-3999.999729375974,-831.2831111474374
-0.025874382755180784,0.0006785099361807535,-3999.999760828004,-831.2835870940172
-0.028121747982762808,0.0006214246796155202,-3999.999790225726,-831.2838176069233
-0.03077389669803086,0.0005669089420065769,-3999.99981841619,-831.2839544691388
-0.033975686429091725,0.0005124177323305905,-3999.9998467315127,-831.2840439325125
-0.03794520310118525,0.00045881275266449975,-3999.9998747510167,-831.2841143001151
-0.04298700996171727,0.0004104306234744496,-3999.999900224083,-831.2841502024726
-0.04956050810309758,0.00036875035173097366,-3999.999922323363,-831.2842090418432
-0.058482311693227436,0.00033596896250714627,-3999.9999399295048,-831.2841944229925
-0.07148816812625844,0.0002942544265571397,-3999.9999622744363,-831.2842632767878
-0.09372061641625543,0.0002844600608037677,-3999.9999686874908,-831.2842558204767
-0.1548750946174913,0.00020878181522914643,-3999.9999998152084,-831.2842922737572
-0.265864647933516,0.0006037028042798003,-3999.998760572031,-831.2842508151884
-0.25389192761275087,13.99526270029945,-1429.0120338561042,-831.2842852675705
-0.3423968692602003,0.0008261469988255363,-59.71571976354575,-831.2842817423251
-0.24285427010995747,3270.922605810032,-6.1138831966869045,-831.2842701354828
-0.2584159469684574,0.00835921848417541,-0.001371066937504432,-831.2842803388781
-0.1421420893647075,6395.349214901756,-3.1253112917009367,-831.2842802645592
-0.06687542037934577,5684.738386790406,-3.5007889765779314,-831.284289377961
-0.0623922374608481,5689.978880322557,-1.0157848537714222,-831.2842213362327
-0.05220610367903069,5682.500627691322,-3.279413912773841,-831.2842050313719
-0.04548234898879917,5673.10005485259,-3.034902345775429,-831.2841619242823
-0.04031460384496078,5669.987102952167,-2.8613309115618972,-831.2841097039591
-0.03626252883983677,5669.132984196517,-2.696614088120492,-831.2840421629069
-0.0329638520309278,5670.007898948723,-2.5880876584977277,-831.2839539723052
-0.030222746751456177,5672.045572104393,-2.5138215085441367,-831.2838310390264
-0.027908003491065234,5674.933744352013,-2.4629810054943637,-831.2836469821283
-0.025927013480330045,5678.463826656802,-2.42777348601195,-831.2833438885187
-0.02421234676312414,5682.47860016755,-2.389811683131387,-831.2827821605199
-0.022640099436412806,5685.668850098452,-1.3865173313145305,-828.7622338062934
-0.01632801958854954,5676.493972743693,-2.2898743098040475,-648.419945634854
-0.009479507781738861,5669.585549674726,-2.449910547380067,-411.3577203907978
-0.004101902129201602,5670.083104576225,-2.394840517442269,-200.33253798126705
-0.00020634381704524006,5675.3992355751125,-2.365407131493936,-30.415390979119312
0.0024282953430144532,5682.92399914451,-2.331981951675009,97.80459385774977
0.004041744735611282,5691.079689183616,-2.3207387785116187,187.60104714919748
0.004868457134462508,5699.052240600566,-2.3196909508614625,244.12371591840852
0.005119153529462025,5706.562548827969,-2.3219608984969655,273.24511146694203
0.004972431787006995,5713.624633553768,-2.324502251237538,280.87444115218676
0.0045723164575677405,5720.373182141008,-2.326027547741657,272.52382441594773
0.004029868284318432,5726.961765171141,-2.326248168621743,253.06129530382938
0.003427162046606885,5733.514609523251,-2.325356313245419,226.60349835567288
0.0028223196922656096,5740.112359793253,-2.3237129521941977,196.50801409138458
0.002254731039599953,5746.7956588712905,-2.3216956066402124,165.43479720126678
0.001749943721116179,5753.575629715991,-2.319647803355208,135.45205994068465
0.0013239442045213958,5760.444974554207,-2.317870413992632,108.16621286611492
0.0009867017592779593,5767.386790997543,-2.316576963444485,84.85890197329338
0.0007449275599036263,5774.380972840739,-2.3157216194250547,66.61591176910676
0.0006040349961879639,5781.409219286628,-2.314776581022129,54.4362870185878
0.0005692814287625818,5788.458994387625,-2.312883588902721,49.312317343984745
0.0006460553001153667,5795.526825949189,-2.309454263986767,52.266608156946575
0.0008393175777870466,5802.621580575835,-2.3046635773349067,64.33351686668206
0.0011522419201891604,5809.767355454644,-2.2994899273195752,86.47733637463858
0.0015840582498503975,5817.004097944882,-2.2948460836963145,119.43830396318397
0.002127220301134134,5824.384615922565,-2.29081807397465,163.503588047036
0.002764294736158717,5831.964873129354,-2.2870461252915186,218.22010563537864
0.0034660836481345807,5651.732601914777,-2.358681631842912,282.8948979063889
0.004202444982186936,3557.137253880634,-3.7455418220415835,365.23733307151093
0.004909650468125754,594.1787126783437,-22.235461437729505,468.24292415596517
0.005526244244967427,5.797828901438867,-2288.95391391395,585.5145856544342
