0,1,2,3
216.01843892212253,5.187479854660941,4.22399741534161,5.628145629695143
218.04069956541227,7.400735524048211,4.371214816095849,5.430903627431588
220.0630289823039,9.613923159721502,4.395387540381616,5.425234394437696
222.0854549333891,11.827025700313927,4.399059201376898,5.418614523069787
224.10800517925946,14.040026084458585,4.4044060364428566,5.410197713674485
226.1307074805065,16.25290725078858,4.414577618800336,5.407546909963229
228.15358959772198,18.465652137937035,4.416602927330797,5.406746194349514
230.17667929149744,20.67824368453703,4.406969208468723,5.4110543295219955
232.20000432242458,22.89066482922169,4.381250924417327,5.4175196984742096
234.22359245109493,25.102898510624115,4.364532746793691,5.416950201268927
236.24747143810018,27.31492766737741,4.356173568336527,5.41689927564049
238.27166904403205,29.526735238114693,4.359730133617837,5.407865473616113
240.29621302948186,31.738304161469046,4.367434274662865,5.401390467721377
242.3211311550416,33.9496173760736,4.37598594151954,5.398547932230546
244.34645118130265,36.16065782056145,4.391008395579081,5.399427644470536
246.3722008688567,38.37140843356569,4.425476708748446,5.398113902653225
248.39840797829547,40.581852153719446,4.4645705042097115,5.400272030440397
250.42510027021038,42.7919719196558,4.497062427743564,5.405219192647465
252.4523055051932,45.00175067000789,4.521386071169899,5.415547979345959
254.4800514438356,47.21117134340881,4.54356992192913,5.4241517386234985
256.5083658467291,49.420216878491644,4.557833668655461,5.434396944942565
258.53727647446533,51.62887021388954,4.571424247196588,5.4256777252673976
260.566811087636,53.83711428823557,4.54498607938716,5.416861659972712
262.5969974468326,56.04493204016285,4.48408054782024,5.390304361386193
264.62786331264687,58.25230640830448,4.418517876973936,5.36772527065659
266.6594621920558,60.459192274662456,4.3748502146068,5.348914136347364
268.69215936315805,62.665204774620875,4.356169650219931,5.342471000622616
270.7265273304763,64.86973322253125,4.379229856089673,5.337078808254211
272.7631423362169,67.07216285967559,4.431288983048009,5.338279189948455
274.8025806225863,69.27187892733595,4.484248331236388,5.34203244848761
276.8454184317908,71.46826666679432,4.52221397777457,5.351146769220161
278.892232006037,73.66071131933278,4.543198941302442,5.355205534330419
280.94359758753126,75.84859812623331,4.544325597680459,5.35894444518374
283.0000914184799,78.03131232877796,4.543852129564407,5.354966640371693
285.0622897410895,80.20823916824874,4.550554302679262,5.343827366308101
287.1307687975663,82.37876388592768,4.544253311396929,5.333532668676886
289.2061048301169,84.5422717230968,4.525847019414866,5.322517293909582
291.2888740809476,86.69814792103813,4.502803087339963,5.314760030231735
293.3796527922647,88.84577772103368,4.4827905255994125,5.303497858153503
295.47901720627493,90.98454636436551,4.459214881239894,5.284006069352576
297.58754356518455,93.11383909231563,4.445254024154494,5.255769063350375
299.7058081111999,95.23304114616602,4.4417653072919006,5.215021464139737
301.8343870865274,97.34153776719873,4.428520362356864,5.1458061684023395
303.9738567333737,99.43871419669587,4.387842670482655,5.07072476324833
306.12479329394495,101.52395567593933,4.325125937600114,5.000718073423019
308.2877730104477,103.59664744621125,4.264852914058581,4.917802427326239
310.46337212508837,105.65617474879353,4.193302408212268,4.849738628371865
312.65216688007325,107.70192282496832,4.1583126946482105,4.7837608798096625
314.85473351760896,109.73327691601757,4.1477348170589465,4.735342653076886
317.0716443570988,111.74962517599322,4.138963448752685,4.70646517265888
319.30319350831655,113.7505623358869,4.148092531891863,4.68189859897106
321.54921723234975,115.73602308969072,4.149410047727835,4.652098862060567
323.80950912051463,117.70597381466654,4.137949127174898,4.6209012650006756
326.0838627641276,119.66038088807615,4.1116101740930295,4.598206039015895
328.37207175450504,121.59921068718141,4.1101368811041015,4.580754520803249
330.6739296829632,123.52242958924411,4.118151212374589,4.564770090350147
332.98923014081845,125.43000397152606,4.121014939783533,4.550086342025361
335.31776671938707,127.32190021128915,4.131555584672305,4.539358210266394
337.6593330099856,129.19808468579518,4.141160284042417,4.5461268803074155
340.0137226039302,131.05852377230596,4.172525062247322,4.554787098304853
342.38072909253725,132.90318384808333,4.210924702282753,4.57843455605241
344.76014606712306,134.7320312903891,4.263287672428123,4.600328348796938
347.15176711900415,136.54503247648512,4.296309801412474,4.631358570087871
349.5553858394967,138.3421537836332,4.323800776097893,4.6444954439915875
351.97079581991693,140.12336158909514,4.332525904737314,4.667651784408086
354.3977906515815,141.88862227013286,4.319983552133099,4.691438735227222
356.83616392580666,143.6379022040081,4.287889112696136,4.713197163139122
359.28570923390856,145.37116776798268,4.258312932153571,4.735839388778867
361.7462201672036,147.0883853393185,4.22332828592463,4.770636116127686
364.21749031700847,148.78952129527738,4.20624285215899,4.7975784097760155
366.6993132746391,150.47454201312104,4.195546923335247,4.826989957732603
369.1914826314119,152.14341387011137,4.195514005369793,4.855479743532726
371.69379197864333,153.79610324351026,4.2408402078135685,4.869336073719403
374.2060349076497,155.43257651057945,4.3147289055797655,4.881704762848614
376.72797238034906,157.05291310694784,4.404743258498387,4.872258031584965
379.2592210562747,158.65769246496032,4.451250449771539,4.857668220091064
381.7993577168031,160.24763219172104,4.429441928923537,4.8361532147843995
384.34795914195917,161.82344989901887,4.345400089681918,4.797605772267962
386.90460211176753,163.38586319864254,4.199767109214611,4.7578285344884215
389.46886340625304,164.93558970238072,4.043003425585914,4.7261511131734455
392.04031980544033,166.4733470220222,3.9591973339027433,4.686515770466086
394.61854808935414,167.99985276935573,3.905461746389405,4.657692686800419
397.2031250380191,169.51582455617003,3.89727097035813,4.62100200726465
399.79362743146015,171.02197999425383,3.897825454206878,4.606267174231937
402.3896320497017,172.5190366953958,3.901212535382541,4.6059090408278
404.9907156727687,174.00771227138483,3.8989958228130384,4.612156585162591
407.59645508068587,175.48872433400956,3.901118903467584,4.6298777381346685
410.20642705347785,176.96279049505875,3.9063822014262857,4.644094359433768
412.82020837116943,178.43062836632112,3.917524595132412,4.647017848345174
415.43737581378525,179.89295555958537,3.921205151917566,4.661347181430705
418.05750616135003,181.35048968664034,3.9164363250939647,4.677027378689887
420.6801761938886,182.80394835927473,3.908396111486038,4.679977026143874
423.3049626914256,184.25404918927725,3.892843767943666,4.682833134908389
425.93144243398586,185.70150978843665,3.879962527662615,4.683937042781092
428.5591922015939,187.14704776854163,3.8914953551013225,4.686385023992259
431.1877887742746,188.591380741381,3.9042307933473097,4.702157463019265
433.8168089320527,190.03522631874347,3.921687071465171,4.7111587647663065
436.4458294549527,191.4793021124177,3.9300281503367436,4.725058614845117
439.07442236402824,192.92432675979924,3.9145870102213887,4.753249228325293
441.7021379295131,194.3710235858056,3.910854250629807,4.776194313936306
444.32852021110824,195.82011725378746,3.9316355806129883,4.788610190533275
446.9531132680378,197.27233242719822,3.922260070961902,4.836202888968134
449.5754611595254,198.72839376949125,3.9440501590446395,4.861211011782765
452.19510794479487,200.18902594411995,3.9712139069003696,4.887379053244431
454.8115976830702,201.65495361453765,3.996718624647049,4.918543530907239
457.4244744335755,203.12690144419784,4.027269671483451,4.951942647300775
